ComponentID,DrinkID,IngredID,NumUnitsMin,DisplayBeforeName
630,121,1943,2,2 oz
631,121,1885,4,4 oz
632,121,2123,1,1 twist of
633,122,1943,1,1 oz
634,122,2078,1,1 oz
635,122,2174,1,1 oz
636,122,2153,0.5,1/2 oz
637,122,1812,3,3 oz
638,122,2123,1,1 twist of
639,123,2152,1.5,1 1/2 oz
640,123,2133,1,1 oz
641,124,2105,1.5,1 1/2 oz
642,124,2162,1,1 dash
643,124,2055,0.25,Juice of 1/4
644,124,1825,1,1
645,125,2116,1.5,1 1/2 oz
646,125,1743,2,2 oz
647,125,2174,3,3 oz
648,126,1943,1.5,1 1/2 oz
649,126,1942,1.5,1 1/2 tsp
650,126,1915,1,1 tblsp
651,126,2206,1,1 tsp
652,126,1818,1,1
653,126,1759,1,1 sprig
654,127,2116,2,2 oz
655,127,2153,1,1 oz
656,127,1811,1,1 tsp
657,128,2112,0.75,3/4 oz
658,128,1834,1.5,1 1/2 oz
659,128,2162,1,1 dash
660,129,1894,2,2 oz
661,129,2174,2,2 oz
662,129,2101,2,2 oz
663,129,1859,,
664,130,2107,1.5,1 1/2 oz
665,130,2112,1,1 oz
666,130,1817,1,1 oz
667,130,2162,2,2 dashes
668,131,1960,1,1 oz
669,131,1942,1,1 oz
670,131,1787,1,Juice of 1
671,131,1787,1,1 wedge
672,132,1942,1,1 oz
673,132,1960,1,1 oz
674,132,2153,0.5,1/2 tsp
675,133,2071,1,1 oz
676,133,2104,1,1 oz
677,133,2097,0.5,1/2 oz
678,133,2153,1,1 dash
679,134,2162,2,2 dashes
680,134,2105,1.5,1 1/2 oz
681,134,1936,0.75,3/4 oz
682,134,2123,,twists of
683,135,2105,0.5,1/2 oz
684,135,2062,0.5,1/2 oz
685,135,1770,2,2 oz
686,135,1749,,
687,136,2105,1,1 oz
688,136,2062,1,1 oz
689,136,1770,1,1 oz
690,136,1749,,
691,137,1921,1,1 oz
692,137,2062,1,1 oz
693,137,1770,1,1 oz
694,137,1749,,
695,138,2105,2,2 oz
696,138,2026,0.5,1/2 oz
697,138,1884,0.5,1/2 oz
698,139,2105,1.5,1 1/2 oz
699,139,1744,1,1 oz
700,139,1884,1,1 oz
701,139,1749,0.12,1/8 tsp
702,140,2136,1.5,1 1/2 oz
703,140,1942,1,1 dash
704,140,1990,1,1 tblsp
705,141,1785,1.5,1 1/2 oz
706,141,1817,1,1 oz
707,141,1990,1,1 oz
708,142,1817,1,1 oz
709,142,1978,1,1 oz
710,142,1903,1.5,1 1/2 tsp
711,142,2153,1.5,1 1/2 tsp
712,142,2123,1,1 twist of
713,143,1817,1,1 oz
714,143,2105,1,1 oz
715,143,2089,0.5,1/2 tsp
716,144,2116,2,2 oz
717,144,1994,1,1 oz
718,144,1818,1,1
719,145,2104,0.5,1/2 oz
720,145,2062,0.5,1/2 oz
721,145,1770,2,2 oz
722,146,2104,1.5,1 1/2 oz
723,146,1770,1.5,1 1/2 oz
724,147,2104,1.5,1 1/2 oz
725,147,1787,1,1 wedge
726,148,2104,1.5,1 1/2 oz
727,148,1915,0.5,1/2 oz
728,148,1859,,
729,149,2104,1.5,1 1/2 oz
730,149,1934,0.75,3/4 oz
731,150,1979,6,6 oz
732,150,2104,2,2 oz
733,150,2161,,
734,151,2152,1,1 oz
735,151,1921,1,1 oz
736,151,1942,1,1 dash
737,151,2163,1,Juice of 1
738,151,2024,,
739,152,1811,1,1 tsp
740,152,1947,1.5,1 1/2 oz
741,152,1787,1,Juice of 1
742,153,1921,1,1 oz
743,153,1817,0.5,1/2 oz
744,153,1934,0.25,1/4 tsp
745,153,2174,1,1 oz
746,153,1811,1,1 tsp
747,153,2180,0.5,1/2 oz
748,154,1943,0.5,1/2 oz
749,154,1834,1.5,1 1/2 oz
750,154,1921,0.5,1/2 oz
751,155,1960,0.5,1/2 oz
752,155,2177,0.5,1/2 oz
753,155,2105,1,1 oz
754,156,2062,0.25,1/4 oz
755,156,2097,0.25,1/4 oz
756,156,1921,0.25,1/4 oz
757,156,1770,0.25,1/4 oz
758,157,2062,0.5,1/2 oz
759,157,1921,0.5,1/2 oz
760,157,1770,1,1 tblsp
761,158,2105,1.5,1 1/2 oz
762,158,1811,1,1 dash
763,158,1835,2,2 dashes
764,158,2162,3,3 dashes
765,159,2177,1,1 oz
766,159,1942,0.5,1/2 oz
767,159,1757,1,1 oz
768,160,1757,1.5,1 1/2 oz
769,160,1817,1.5,1 1/2 oz
770,161,2177,2,2 oz
771,161,2163,0.5,Juice of 1/2
772,161,1965,1,1 tsp
773,161,1818,1,1
774,161,1948,,
775,162,2177,2,2 oz
776,162,1948,,
777,162,2123,1,1 twist of
778,163,2177,2,2 oz
779,163,1965,0.5,1/2 tsp
780,163,2163,0.5,Juice of 1/2
781,163,2163,0.5,1/2 slice
782,163,1825,1,1
783,164,2178,2,2 oz
784,164,1784,1,1 oz
785,164,1855,1,1 oz
786,164,2012,1,1 slice
787,164,1825,1,1
788,165,1943,1,1 oz
789,165,2112,0.5,1/2 oz
790,165,2152,1,1 tsp
791,165,2153,1,1 tsp
792,165,1811,0.5,1/2 tsp
793,166,1943,0.75,3/4 oz
794,166,2152,0.75,3/4 oz
795,166,1787,0.25,4-Jan
796,166,1948,,
797,167,2152,1,1 oz
798,167,1942,1,1 oz
799,167,2153,1,1 oz
800,168,2078,1.5,1 1/2 oz
801,168,2152,0.5,1/2 oz
802,168,1915,2,2 tsp
803,168,1859,2,2 oz
804,169,1960,0.5,1/2 oz
805,169,2105,1.5,1 1/2 oz
806,169,1853,1.5,1 1/2 tsp
807,169,2153,1,1 tblsp
808,169,1948,,
809,169,2163,1,1 slice
810,170,2105,1,1 tsp
811,170,1960,1.5,1 1/2 oz
812,170,2163,0.25,Juice of 1/4
813,170,2055,0.25,Juice of 1/4
814,171,1943,1.5,1 1/2 oz
815,171,1960,1,1 oz
816,171,1942,1,1 tsp
817,171,2153,0.5,1/2 oz
818,171,1818,1,1
819,171,2055,1,1 slice
820,172,2105,1.5,1 1/2 oz
821,172,2208,0.5,1/2 oz
822,172,1739,0.5,1/2 oz
823,172,2133,0.5,1/2 oz
824,173,2105,2,2 oz
825,173,1910,1,1 oz
826,173,2080,1,1 tsp
827,173,1787,1,1 wedge
828,174,2024,,
829,174,1744,1,1 tsp
830,175,2105,2,2 oz
831,175,2044,0.5,1/2 oz
832,175,2153,2,2 tsp
833,175,2123,1,1 twist of
834,176,2112,1.5,1 1/2 tsp
835,176,2105,1.5,1 1/2 oz
836,176,1835,2,2 dashes
837,177,1921,0.5,1/2 oz
838,177,2080,0.5,1/2 oz
839,178,1960,1.5,1 1/2 oz
840,178,2105,1,1 tsp
841,178,1770,1,1 tblsp
842,179,1943,1.75,1 3/4 oz
843,179,1915,1,1 oz
844,179,2086,0.5,1/2 tsp
845,179,1811,1,1 dash
846,180,1969,0.25,1/4 oz
847,180,2116,0.5,1/2 oz
848,180,2146,0.5,1/2 oz
849,180,1814,0.25,1/4 oz
850,180,2163,0.5,Juice of 1/2
851,180,1990,4,4 oz
852,181,2107,1.5,1 1/2 oz
853,181,2112,0.5,1/2 oz
854,181,1817,0.5,1/2 oz
855,181,1835,2,2 dashes
856,182,1921,1,1 oz
857,182,1853,1,1 oz
858,182,1818,1,1
859,183,2033,1,1 oz
860,183,1921,1,1 oz
861,183,2072,1,1 oz
862,183,1766,1,1
863,183,1965,1,1 tsp
864,183,1988,0.75,3/4 cup
865,184,1943,1,1 oz
866,184,1739,1,1 oz
867,184,2151,1.5,1 1/2 oz
868,184,1811,1,1 dash
869,184,1802,1,1 slice
870,184,1749,,
871,185,1943,1.5,1 1/2 oz
872,185,1942,1,1 tblsp
873,185,1802,1,1
874,185,1915,1.5,1 1/2 oz
875,185,2206,1,1 tsp
876,185,1825,1,1
877,186,1960,1.5,1 1/2 tsp
878,186,2045,2,2 oz
879,186,1787,0.5,Juice of 1/2
880,186,1802,0.5,1/2 slice
881,186,1948,,
882,186,1759,2,2 sprigs
883,187,2116,1.5,1 1/2 oz
884,187,1739,0.5,1/2 oz
885,187,1770,1,1 oz
886,188,2107,0.5,1/2 oz
887,188,2105,0.5,1/2 oz
888,188,2033,0.5,1/2 oz
889,188,2062,0.5,1/2 oz
890,188,1770,0.5,1/2 oz
891,189,1817,0.5,1/2 oz
892,189,2112,0.5,1/2 tsp
893,189,1942,1.5,1 1/2 tsp
894,189,2105,1.5,1 1/2 oz
895,189,2163,1,1 wedge
896,190,2116,1.5,1 1/2 oz
897,190,2208,0.5,1/2 oz
898,190,2216,2,2 tsp
899,190,2211,4,4 oz
900,190,2156,,
901,191,2152,0.5,1/2 oz
902,191,2105,0.25,1/4 oz
903,191,2107,0.25,1/4 oz
904,192,2078,1.5,1 1/2 oz
905,192,1757,0.5,1/2 oz
906,192,2044,0.5,1/2 oz
907,192,1835,2,2 dashes
908,193,1795,2,2 oz
909,193,2212,4,4 oz
910,193,2206,0.5,1/2 tsp
911,193,2156,1,1 cup
912,194,1795,2,2 oz
913,194,1913,4,4 oz
914,194,2206,2,2 tsp
915,194,2156,1,1 cup
916,195,1795,2,2 oz
917,195,2076,5,5
918,195,2206,0.5,1/2 tsp
919,195,2156,1,1 cup
920,196,2206,2,2 tsp
921,196,1787,1,1 wedge
922,196,1943,2,2 oz
923,196,1905,1,1 tsp
924,196,1908,1,1 tsp
925,196,1915,0.5,1/2 oz
926,197,1817,1.5,1 1/2 oz
927,197,2107,1.5,1 1/2 oz
928,198,1817,0.5,1/2 oz
929,198,2112,0.5,1/2 oz
930,198,2107,1.5,1 1/2 oz
931,199,2112,0.5,1/2 oz
932,199,1817,0.5,1/2 oz
933,199,2105,1,1 oz
934,199,2174,1,1 tsp
935,199,1811,1,1 dash
936,200,1903,1.5,1 1/2 oz
937,200,1934,0.5,1/2 oz
938,201,2105,1.5,1 1/2 oz
939,201,1942,1,1 oz
940,201,1960,1,1 oz
941,201,2153,2,2 tsp
942,202,1921,1.5,1 1/2 oz
943,202,1905,0.5,1/2 oz
944,202,1942,0.5,1/2 oz
945,202,1990,1,1 oz
946,202,1835,2,2 dashes
947,203,2105,1.5,1 1/2 oz
948,203,1787,0.5,Juice of 1/2
949,203,1965,0.5,1/2 tsp
950,203,2162,2,2 dashes
951,204,2177,1.5,1 1/2 oz
952,204,1757,1,1 oz
953,204,2123,1,1 twist of
954,205,1921,0.75,3/4 oz
955,205,2105,0.75,3/4 oz
956,205,1817,0.75,3/4 oz
957,205,1948,,
958,205,2123,,twists of
959,206,1960,1.5,1 1/2 tsp
960,206,2105,1.25,1 1/4 oz
961,206,1811,1.5,1 1/2 tsp
962,207,2105,2,2 oz
963,207,1942,0.5,1/2 oz
964,207,2153,2,2 tsp
965,207,1835,2,2 dashes
966,207,2123,1,1 twist of
967,208,2156,,
968,208,1921,2,2 oz
969,208,2180,1.5,1 1/2 oz
970,208,1942,0.5,1/2 tsp
971,209,1921,1,1 oz
972,209,1943,1,1 oz
973,209,1942,1,1 oz
974,209,2153,1,1 oz
975,210,2105,1.5,1 1/2 oz
976,210,2017,1,1 tblsp
977,210,2163,0.5,Juice of 1/2
978,211,2112,0.75,3/4 oz
979,211,2105,0.75,3/4 oz
980,211,1797,0.75,3/4 oz
981,211,2162,1,1 dash
982,211,1825,1,1
983,212,1943,1,1 oz
984,212,2045,2,2 oz
985,212,1988,0.5,1/2 oz
986,212,2206,1,1 tsp
987,212,2163,0.5,Juice of 1/2
988,212,2123,,twists of
989,213,2105,2,2 oz
990,213,1787,0.5,Juice of 1/2
991,213,1948,,
992,214,2163,0.25,Juice of 1/4
993,214,2055,0.25,Juice of 1/4
994,214,1965,1,1 tsp
995,214,2030,,
996,215,2105,2,2 oz
997,215,1817,0.5,1/2 oz
998,215,1934,0.5,1/2 oz
999,215,2061,1,1 tsp
1000,216,1921,2,2 oz
1001,216,1996,1,1 oz
1002,216,1818,1,1
1003,217,1817,0.5,1/2 oz
1004,217,1943,2,2 oz
1005,217,2077,1,1
1006,218,1785,1.25,1 1/4 oz
1007,218,2097,1.25,1 1/4 oz
1008,218,1825,1,1
1009,219,2107,1.5,1 1/2 oz
1010,219,1994,1,1 oz
1011,219,1942,0.5,1/2 oz
1012,219,2153,0.5,1/2 oz
1013,220,2160,2,2 oz
1014,220,1943,2,2 oz
1015,220,2211,4,4 oz
1016,220,1965,2,2 tsp
1017,221,2116,1,1 oz
1018,221,1996,0.5,1/2 oz
1019,221,1908,1,1 tsp
1020,221,2153,0.5,1/2 oz
1021,222,1921,1.5,1 1/2 oz
1022,222,2112,0.5,1/2 oz
1023,222,1817,0.5,1/2 oz
1024,222,1942,2,2 tsp
1025,223,1969,0.75,3/4 oz
1026,223,2045,1.5,1 1/2 oz
1027,224,2116,2,2 oz
1028,224,1806,0.5,1/2 oz
1029,224,2127,1,1 tsp
1030,224,2081,1,1 oz
1031,224,2156,,
1032,225,1864,5,5 oz
1033,225,2024,5,5 oz
1034,226,1921,0.5,1/2 oz
1035,226,1850,1,1 oz
1036,226,2211,1,1 oz
1037,227,2112,1,1 oz
1038,227,2097,1.5,1 1/2 oz
1039,227,2123,1,1 twist of
1040,228,1771,2,2 oz
1041,228,1899,0.5,1/2 tsp
1042,228,1942,0.5,1/2 tsp
1043,228,1905,0.25,1/4 tsp
1044,228,2124,,twists of
1045,228,2077,1,1
1046,229,2107,2,2 oz
1047,229,1915,0.5,1/2 oz
1048,229,2206,0.5,1/2 tsp
1049,230,2107,2,2 oz
1050,230,2133,5,5 oz
1051,230,1811,1,1 tsp
1052,231,2112,0.5,1/2 oz
1053,231,1817,0.5,1/2 oz
1054,231,2105,1,1 oz
1055,231,2076,3,3
1056,232,2045,1,1 oz
1057,232,2108,0.5,1/2 glass
1058,232,2099,0.5,1/2 glass
1059,232,1787,1,1 slice
1060,232,2163,1,1 wedge
1061,233,2191,1,1 oz
1062,233,2108,2,2 oz
1063,233,2153,1,1 dash
1064,233,1860,1,1 dash
1065,233,1917,1,1 dash
1066,233,2163,1,1 slice
1067,234,2045,1.5,1 1/2 oz
1068,234,2108,3,3 oz
1069,234,2153,1,1 dash
1070,234,1987,0.5,1/2 tsp
1071,234,1860,2,2-3 drops
1072,234,1787,1,1 wedge
1073,235,2156,,
1074,235,2105,1.5,1 1/2 oz
1075,235,2026,0.5,1/2 oz
1076,236,2105,1,1 oz
1077,236,2163,0.5,Juice of 1/2
1078,236,1905,1,1 tblsp
1079,236,2026,0.5,1/2 tsp
1080,237,1943,1,1 oz
1081,237,1990,2,2 oz
1082,237,2026,1,1 oz
1083,237,1784,1,1 oz
1084,237,2212,1,1 slice
1085,237,1825,1,1
1086,238,2045,1,1 oz
1087,238,2026,1,1 oz
1088,238,1731,,
1089,238,1825,1,1
1090,239,2191,1.5,1 1/2 oz
1091,239,2026,1,1 oz
1092,239,1915,1,1 oz
1093,239,1780,,
1094,240,2078,1.5,1 1/2 oz
1095,240,1944,0.5,1/2 oz
1096,240,2045,0.5,1/2 oz
1097,240,2174,1,1 oz
1098,240,2153,1,1 tsp
1099,241,2031,1,1
1100,241,2105,1.5,1 1/2 oz
1101,241,1942,0.5,1/2 oz
1102,241,1942,0.5,1/2 oz
1103,241,1835,2,2 dashes
1104,241,2123,1,1 twist of
1105,242,2112,1.5,1 1/2 oz
1106,242,2107,1.5,1 1/2 oz
1107,242,2080,1.25,1 1/4 tsp
1108,242,2123,1,1 twist of
1109,243,2177,0.75,3/4 oz
1110,243,1943,1.5,1 1/2 oz
1111,243,2112,0.25,1/4 tsp
1112,244,1817,0.5,1/2 oz
1113,244,2112,0.5,1/2 oz
1114,244,1921,1,1 oz
1115,244,1942,0.5,1/2 tsp
1116,244,1899,0.25,1/4 tsp
1117,245,2105,2,2 oz
1118,245,1817,0.5,1/2 oz
1119,245,1835,2,2 dashes
1120,245,1905,0.5,1/2 tsp
1121,245,2031,1,1
1122,246,2191,1.5,1 1/2 oz
1123,246,1915,2,2 tsp
1124,246,2153,1,1 tsp
1125,246,1904,4,4 oz
1126,246,1787,1,1 wedge
1127,247,2156,,
1128,247,1921,1.5,1 1/2 oz
1129,247,2072,1,1 oz
1130,247,1942,0.5,1/2 oz
1131,248,2105,0.75,3/4 oz
1132,248,1960,0.75,3/4 oz
1133,248,1811,1.5,1 1/2 tsp
1134,248,2163,0.25,Juice of 1/4
1135,249,1943,0.75,3/4 oz
1136,249,1921,0.75,3/4 oz
1137,249,1942,0.75,3/4 oz
1138,249,1787,0.5,Juice of 1/2
1139,250,1785,2,2 oz
1140,250,2163,0.5,Juice of 1/2
1141,250,1965,1,1 tsp
1142,250,1818,1,1
1143,250,2163,1,1 slice
1144,250,1825,1,1
1145,251,1978,2,2 oz
1146,251,1942,0.5,1/2 oz
1147,251,2153,0.5,1/2 oz
1148,252,1978,2,2 oz
1149,252,2081,4,4 bottles
1150,253,1978,2,2 oz
1151,253,2097,1,1 oz
1152,253,2031,1,1
1153,254,1978,2,2 oz
1154,254,2097,0.5,1/2 oz
1155,254,2153,1,1 oz
1156,254,2206,1,1 tsp
1157,254,2031,1,1
1158,255,2206,1.5,1 1/2 tsp
1159,255,1859,3,3 oz
1160,255,2031,1,1
1161,255,2055,1,1 slice
1162,255,2163,1,1 slice
1163,255,1978,2.5,2 1/2 oz
1164,256,2206,1,1 tsp
1165,256,1859,3,3 oz
1166,256,1978,2,2 oz
1167,256,2212,,wedges
1168,256,2076,,
1169,256,1787,,wedges
1170,257,1978,2,2 oz
1171,257,2117,4,4 oz
1172,257,2163,1,1 wedge
1173,258,1978,2,2 oz
1174,258,1770,0.5,1/2 oz
1175,259,1978,2,2 oz
1176,259,2153,1,1 oz
1177,259,1811,0.5,1/2 tsp
1178,259,2206,0.5,1/2 tsp
1179,259,2055,1,1 slice
1180,259,2031,1,1
1181,260,2206,1,1 tsp
1182,260,2153,1,1 oz
1183,260,2081,2,2 tsp
1184,260,1978,2,2 oz
1185,260,2031,1,1
1186,260,2163,1,1 slice
1187,261,1978,2,2 oz
1188,261,1766,1,1
1189,261,2206,1,1 tsp
1190,261,1770,0.5,1/2 oz
1191,261,1749,0.12,1/8 tsp
1192,262,1978,2,2 oz
1193,262,1948,,
1194,262,2123,1,1 twist of
1195,263,1978,2,2 oz
1196,263,1855,3,3 oz
1197,263,2206,1,1 tsp
1198,263,1906,0.25,1/4 tsp
1199,263,1749,0.25,1/4 tsp
1200,264,2206,1,1 tsp
1201,264,1978,2,2 oz
1202,264,1988,5,5 oz
1203,264,2138,0.25,1/4 tsp
1204,265,1978,2,2 oz
1205,265,2216,0.5,1/2 oz
1206,265,1988,5,5 oz
1207,265,1749,0.25,1/4 tsp
1208,266,1835,3,3 dashes
1209,266,2081,1,1 tsp
1210,266,2206,1,1
1211,266,1978,3,3 oz
1212,266,2055,1,1 slice
1213,266,2031,1,1
1214,267,2206,1,1 tsp
1215,267,2081,2,2 tsp
1216,267,2153,1,1 oz
1217,267,1978,2,2 oz
1218,267,2123,1,1 twist of
1219,268,1978,2,2 oz
1220,268,2153,1,1 oz
1221,268,2206,0.5,1/2 tsp
1222,268,2055,1,1 slice
1223,268,2031,1,1
1224,269,1915,1.5,1 1/2 oz
1225,269,2206,1,1 tsp
1226,269,1978,2,2 oz
1227,269,1835,1,1 dash
1228,269,2156,,
1229,269,1859,3,3 oz
1230,270,2105,1.5,1 1/2 oz
1231,270,1942,1,1 oz
1232,270,2153,1,1 tsp
1233,270,1811,0.5,1/2 tsp
1234,270,1818,1,1
1235,271,2107,2,2 oz
1236,271,2080,0.5,1/2 oz
1237,271,2112,1,1 tsp
1238,272,1766,1,1
1239,272,1921,2,2 oz
1240,272,1942,0.5,1/2 oz
1241,272,2153,1,1 oz
1242,272,2206,1,1 tsp
1243,273,1921,1,1 oz
1244,273,1817,0.5,1/2 oz
1245,273,2072,1,1 oz
1246,273,2123,1,1 twist of
1247,274,1921,1.5,1 1/2 oz
1248,274,2216,1,1 oz
1249,274,1855,1,1 oz
1250,274,1749,0.25,1/4 tsp
1251,275,1921,1.5,1 1/2 oz
1252,275,2062,1,1 oz
1253,275,1884,1,1 oz
1254,275,1749,0.25,1/4 tsp
1255,276,1921,2,2 oz
1256,276,1859,5,5 oz
1257,277,2206,1,1 tsp
1258,277,1921,2,2 oz
1259,277,2055,1,1 slice
1260,277,2123,1,1 twist of
1261,278,2206,1,1 tsp
1262,278,1859,3,3 oz
1263,278,2163,1,1 slice
1264,278,1921,2,2 oz
1265,278,2031,1,1
1266,278,2055,1,1 slice
1267,279,1921,2,2 oz
1268,279,2086,0.25,1/4 tsp
1269,279,1835,2,2 dashes
1270,279,2123,1,1 twist of
1271,280,2163,0.5,Juice of 1/2
1272,280,1921,2,2 oz
1273,280,1965,1,1 tsp
1274,280,2055,1,1 slice
1275,280,1948,,
1276,280,1825,1,1
1277,281,1921,2,2 oz
1278,281,2117,4,4 oz
1279,281,2163,1,1 wedge
1280,282,1921,2,2 oz
1281,282,2153,1,1 oz
1282,282,2206,0.5,1/2 tsp
1283,282,1811,0.5,1/2 tsp
1284,282,2031,1,1
1285,282,2055,1,1 slice
1286,283,1921,2.5,2 1/2 oz
1287,283,2163,0.5,Juice of 1/2
1288,283,1965,1,1 tsp
1289,283,2081,1,1 tsp
1290,283,2163,1,1 slice
1291,284,1921,2.5,2 1/2 oz
1292,284,2153,1,1 oz
1293,284,2206,1,1 tsp
1294,284,1859,4,4 oz
1295,285,1921,2,2 oz
1296,285,1766,1,1
1297,285,2206,1,1 tsp
1298,285,1770,0.5,1/2 oz
1299,285,1749,0.12,1/8 tsp
1300,286,1921,2,2 oz
1301,286,1948,,
1302,286,2123,1,1 twist of
1303,287,1921,2,2 oz
1304,287,1988,1,1 cup
1305,287,1965,1,1 tsp
1306,287,1749,,
1307,288,1921,2,2 oz
1308,288,1965,0.5,1/2 tsp
1309,288,2081,1,1 tsp
1310,288,1948,,
1311,288,2059,1,1 tblsp
1312,288,1749,,
1313,289,2206,1,1 tsp
1314,289,2081,2,2 tsp
1315,289,2153,1,1 oz
1316,289,1921,2,2 oz
1317,289,2123,1,1 twist of
1318,290,1759,4,4 sprigs
1319,290,2206,1,1 tsp
1320,290,1859,1,1 oz
1321,290,1921,2.5,2 1/2 oz
1322,290,2055,1,1 slice
1323,290,2031,1,1
1324,291,1921,2,2 oz
1325,291,2163,0.5,Juice of 1/2
1326,291,1965,0.5,1/2 tsp
1327,291,2163,0.5,1/2 slice
1328,291,1825,1,1
1329,292,1915,1.5,1 1/2 oz
1330,292,2206,1,1 tsp
1331,292,1921,2,2 oz
1332,292,1835,1,1 dash
1333,292,2156,,
1334,292,1859,3,3 oz
1335,293,1921,2,2 oz
1336,293,1965,0.5,1/2 tsp
1337,293,2081,1,1 tsp
1338,293,2123,1,1 twist of
1339,294,2112,1.5,1 1/2 oz
1340,294,1921,2,2 oz
1341,294,1835,1,1 dash
1342,295,1921,1.5,1 1/2 oz
1343,295,1817,1,1 dash
1344,295,2105,1,1 oz
1345,295,2123,1,1 twist of
1346,296,2191,1.5,1 1/2 oz
1347,296,1969,1,1 oz
1348,296,2123,,twists of
1349,297,1834,1.5,1 1/2 oz
1350,297,1817,1.5,1 1/2 oz
1351,297,1899,0.25,1/4 tsp
1352,297,1835,1,1 dash
1353,298,2078,1.5,1 1/2 oz
1354,298,2216,0.5,1/2 oz
1355,298,2153,0.5,1/2 oz
1356,298,2206,2,2 tsp
1357,298,1979,4,4 oz
1358,299,2112,0.75,3/4 oz
1359,299,2059,1.5,1 1/2 oz
1360,299,1942,0.25,1/4 tsp
1361,300,1817,1,1 oz
1362,300,2105,1,1 oz
1363,300,2055,0.25,Juice of 1/4
1364,300,2055,1,1 slice
1365,301,1817,0.5,1/2 oz
1366,301,2112,0.5,1/2 oz
1367,301,2105,1,1 oz
1368,301,2055,0.25,Juice of 1/4
1369,301,2055,1,1 slice
1370,301,1808,1,1
1371,302,1817,0.5,1/2 oz
1372,302,2105,1,1 oz
1373,302,2055,0.5,Juice of 1/2
1374,302,1818,1,1
1375,303,1817,1.5,1 1/2 oz
1376,303,2105,1.5,1 1/2 oz
1377,303,1787,0.5,Juice of 1/2
1378,303,1825,1,1
1379,304,1993,0.5,1/2 oz
1380,304,2062,0.5,1/2 oz
1381,304,1770,2,2 oz
1382,305,1943,0.75,3/4 oz
1383,305,2105,0.75,3/4 oz
1384,305,1817,0.75,3/4 oz
1385,306,1943,1.5,1 1/2 oz
1386,306,1834,1,1 oz
1387,306,1787,0.5,Juice of 1/2
1388,306,1812,,
1389,307,1978,1.5,1 1/2 oz
1390,307,2081,6,6 oz
1391,308,1921,1,1 oz
1392,308,2149,2,2 oz
1393,308,1812,,
1394,309,1943,1,1 oz
1395,309,1921,1.5,1 1/2 oz
1396,309,1988,1,1 cup
1397,309,1965,1,1 tsp
1398,309,1749,,
1399,309,2138,1,1 pinch
1400,310,1908,1.5,1 1/2 oz
1401,310,2105,0.75,3/4 oz
1402,310,1787,0.5,Juice of 1/2
1403,311,2105,2,2 oz
1404,311,2055,0.5,Juice of 1/2
1405,311,1812,,
1406,312,2116,2,2 oz
1407,312,2153,1,1 oz
1408,312,1811,0.5,1/2 tsp
1409,312,1749,0.25,1/4 tsp
1410,313,1943,1,1 oz
1411,313,2163,0.25,Juice of 1/4
1412,313,1965,1,1 tsp
1413,313,2030,,
1414,314,2078,1.5,1 1/2 oz
1415,314,1960,0.5,1/2 oz
1416,314,1990,1,1 oz
1417,315,1943,1.5,1 1/2 oz
1418,315,1757,0.5,1/2 oz
1419,315,1835,1,1 dash
1420,315,2123,1,1 twist of
1421,316,1943,1.5,1 1/2 oz
1422,316,1757,1,1 oz
1423,316,1835,1,1 dash
1424,317,1921,0.5,1/2 oz
1425,317,1960,0.5,1/2 oz
1426,317,1899,0.5,1/2 oz
1427,317,1934,0.5,1/2 oz
1428,318,2105,1,1 oz
1429,318,1817,0.5,1/2 oz
1430,318,2080,0.5,1/2 oz
1431,318,1835,2,2 dashes
1432,318,2031,1,1
1433,319,1785,2,2 oz
1434,319,2163,0.5,Juice of 1/2
1435,319,1965,1,1 tsp
1436,319,1812,,
1437,320,2191,2,2 oz
1438,320,2153,2,2 oz
1439,320,1942,2,2 tsp
1440,320,2110,2,2 tsp
1441,320,2206,0.5,1/2 tsp
1442,320,1835,1,1 dash
1443,321,2105,2,2 oz
1444,321,1853,0.5,1/2 oz
1445,321,1818,1,1
1446,321,1884,1,1 oz
1447,322,2105,1.5,1 1/2 oz
1448,322,1899,1,1 tsp
1449,322,1770,1,1 tsp
1450,322,1818,1,1
1451,323,2206,2,2 tsp
1452,323,1787,1,1 wedge
1453,323,1795,2.5,2 1/2 oz
1454,324,2107,1.5,1 1/2 oz
1455,324,2026,0.5,1/2 oz
1456,324,2062,0.5,1/2 oz
1457,325,2191,2,2 oz
1458,325,2112,1,1 oz
1459,325,1817,0.5,1/2 oz
1460,325,2031,1,1
1461,326,1785,2,2 oz
1462,326,2163,1,Juice of 1
1463,326,1787,1,Juice of 1
1464,326,1965,1,1 tblsp
1465,326,1811,0.25,1/4 tsp
1466,326,1948,,
1467,327,1943,0.5,1/2 oz
1468,327,2130,0.5,1/2 oz
1469,327,2183,1,1 tblsp
1470,327,2153,2,2 tsp
1471,327,1818,0.5,2-Jan
1472,328,2191,1.5,1 1/2 oz
1473,328,2174,2,2 oz
1474,328,1990,2,2 oz
1475,328,1783,0.5,1/2 oz
1476,329,1902,1.5,1 1/2 oz
1477,329,1908,0.5,1/2 oz
1478,329,2174,1.5,1 1/2 tsp
1479,329,2153,1.5,1 1/2 tsp
1480,330,1902,1.5,1 1/2 oz
1481,330,1942,1.5,1 1/2 tsp
1482,330,1835,1,1 dash
1483,330,1965,1,1 tsp
1484,331,1902,1.5,1 1/2 oz
1485,331,1990,1,1 tsp
1486,331,2153,1,1 tblsp
